-1.18267	-1.18905	-1.15932	-0.792715	-1.16842	1.05304	0.895339	0.930686	0.486946	-0.339963	0.816956	0.620052	0.249146	1.12806	0.819623	0.767028	0.61853	0.564288	-0.263955	0.76968	1.15058	0.372526	0.628595	-1.19164	-1.23901	-1.18653	-1.23901	-1.23649	-1.23137	-1.18653	-1.23137	-1.17028
-0.839643	-0.802727	-0.814182	-0.605883	-1.39294	0.398914	-0.109611	0.152096	0.400177	-0.17475	0.137039	-0.101414	0.454282	0.493276	0.0629853	0.210795	0.219555	0.00471772	-0.211059	0.885047	0.515294	0.00787816	0.111352	-0.471695	-0.506429	-0.460131	-0.506429	-0.503389	-0.493566	-0.460131	-0.493566	-0.436008
-1.07866	-1.15065	-1.14099	-0.951114	-0.676813	1.12064	1.67939	0.82495	0.537371	0.500793	0.349278	3.14526	1.83139	2.66227	0.795291	0.508435	0.680647	1.13108	0.443338	1.4116	1.37489	1.82955	2.14127	-1.3502	-1.4183	-1.35846	-1.4183	-1.43125	-1.4118	-1.35846	-1.4118	-1.36393
-1.17513	-1.15781	-1.11719	-0.730159	-1.36954	1.23082	0.476229	0.549995	0.812888	-1.00017	1.414	0.821272	1.29695	1.11173	0.829481	-0.452396	1.4602	0.408394	-0.652628	-0.134521	1.56017	1.07175	0.761294	-1.20054	-1.23733	-1.18022	-1.23733	-1.24476	-1.22584	-1.18022	-1.22584	-1.15138
-1.69053	-1.69882	-1.65959	-1.5415	0.121063	0.504713	0.471964	1.05035	0.79998	0.14853	5.41051	1.83093	0.918308	0.283574	0.44373	0.25695	1.11116	0.313778	0.871153	-0.205137	1.9165	4.95855	1.0387	-1.26105	-1.30781	-1.24969	-1.30781	-1.29672	-1.29591	-1.24969	-1.29591	-1.22634
-1.3299	-1.39538	-1.41057	-1.26542	-0.77315	1.02037	1.15142	0.582081	0.236923	0.436637	-0.250863	0.202826	0.76789	1.16094	1.23264	0.0561283	0.175084	1.03973	0.312545	1.61354	0.266866	-0.0568757	0.67121	-0.945368	-1.03493	-0.967393	-1.03493	-1.0438	-1.04491	-0.967393	-1.04491	-0.981758
-1.25913	-1.21829	-1.18214	-1.01753	0.0459214	0.504713	-0.228756	-0.05837	0.602075	-0.00862833	0.389492	0.000239142	0.603707	0.376957	0.0605219	0.497479	0.218921	0.306056	0.265813	0.528136	0.688997	0.0878577	0.342898	-0.885033	-0.900145	-0.868977	-0.900145	-0.862893	-0.890207	-0.868977	-0.890207	-0.84352
-0.935209	-1.07601	-1.11544	-1.07886	-0.526955	-0.361764	0.116511	-0.38622	-0.579265	1.47509	0.089135	-0.0539518	0.0277276	-0.558401	-0.242493	-0.170724	0.0172578	0.63633	1.04449	-0.43235	-0.613715	-0.188753	-0.000859523	-0.802031	-0.914959	-0.865175	-0.914959	-0.934622	-0.96509	-0.865175	-0.96509	-0.923785
-1.48813	-1.73602	-1.66533	-1.56481	-0.292213	1.56559	0.648914	1.33197	1.04899	-0.229442	0.890802	0.547583	0.463075	1.69267	1.21895	0.362509	1.11946	1.4251	-0.135362	1.19661	1.25744	0.951962	0.579109	-1.07905	-1.22113	-1.13107	-1.22113	-1.28452	-1.28028	-1.13107	-1.28028	-1.20715
-0.837801	-0.753335	-0.727034	-0.2987	-0.403469	-0.138832	0.632512	-0.351009	0.523494	0.533736	-0.139826	-0.428934	0.445146	0.403334	0.00164732	-0.171462	-0.0384492	0.0212981	0.473126	0.198284	-0.45911	-0.353155	0.363197	-1.10309	-1.11631	-1.08716	-1.11631	-1.08701	-1.10732	-1.08716	-1.10732	-1.06193
