1.33148	1.25309	1.26212	0.838851	-0.569897	-1.0445	-0.323932	-0.44661	1.09155	0.845458	0.957023	1.01057	1.09825	1.16159	1.16587	1.13645	1.12322
0.59005	0.733599	0.535465	0.498927	-0.263469	-0.187291	-0.316803	-0.854872	1.78708	0.801319	0.612251	0.638709	0.5608	0.532151	0.476273	0.421547	0.39607
1.52637	1.33986	1.64444	2.11422	-1.27601	-1.75061	-1.16137	0.713113	1.18106	-1.25548	-0.911982	-0.664646	-0.510146	-0.363729	-0.284263	-0.24248	-0.224111
-0.108946	-0.0241709	-0.158023	0.0143037	-0.825063	-0.841622	-0.894951	-1.30039	1.50172	1.52115	1.62117	1.55454	1.51467	1.47825	1.42939	1.38704	1.36389
1.17173	1.03452	0.72994	0.218406	-0.683395	-0.675853	-0.414793	-0.803835	0.182396	0.141769	0.16724	-0.0168032	-0.134001	-0.244091	-0.253711	-0.298342	-0.297744
0.220602	0.335574	0.15132	0.226029	0.86991	0.797553	0.724399	-0.259733	0.0879001	0.136241	-0.2437	-0.244299	-0.0849837	-0.0149048	0.0176352	0.0551562	0.0597837
-0.0415929	0.16509	-0.00109705	-0.0059264	0.480248	0.583571	0.453046	-0.107542	1.31184	1.5646	1.49095	1.37923	1.2812	1.18629	1.11889	1.05293	1.04545
0.0295419	0.0251102	-0.145654	-0.231513	0.581193	0.623766	0.511266	-0.00621342	0.858469	0.301546	0.556333	0.460668	0.24277	0.0311315	-0.14153	-0.208156	-0.256817
1.2161	1.30414	1.42116	1.72007	-1.30584	-1.36682	-0.886319	0.615928	1.15342	-0.135045	0.0214642	0.336724	0.493742	0.583656	0.628079	0.650099	0.656687
0.595011	0.851202	0.67093	0.587276	-0.467278	-0.295311	-0.146378	-0.477394	1.12843	1.73002	1.7927	1.82973	1.91169	1.9134	1.87274	1.83077	1.80004
0.428309	0.518694	0.336383	0.249282	-0.058463	0.0535021	-0.0465116	-0.453963	0.248003	0.65684	0.585101	0.388705	0.358443	0.376972	0.40988	0.423198	0.420032
1.14052	1.27472	1.2887	1.18801	-1.16278	-1.4086	-0.877507	-0.742664	0.591124	0.919472	1.38918	1.60449	1.66462	1.66442	1.65283	1.64546	1.63159
1.22363	1.27293	1.42436	2.08183	-0.635641	-0.723266	-0.53007	0.751645	-0.561956	0.0788632	0.434156	0.558136	0.640436	0.709463	0.757906	0.778018	0.778854
0.077178	0.317328	0.127913	0.1554	-0.72364	-0.542819	-0.782216	-1.05412	1.30975	1.1453	1.2822	1.3323	1.33958	1.28539	1.25399	1.25214	1.24247
0.445252	0.537756	0.353211	0.262533	-0.120035	0.00212563	-0.0906205	-0.482116	0.390601	0.76847	0.589686	0.400194	0.277848	0.348007	0.422285	0.442289	0.441506
1.06307	1.30798	1.34781	1.20502	-1.44878	-1.52565	-1.13248	-0.939465	0.0203543	1.08405	0.962282	1.16375	1.28669	1.32867	1.3378	1.31182	1.31915
0.607116	0.911594	0.655851	0.524206	-1.08743	-0.775127	-0.794712	-1.04114	-0.909702	0.157666	0.102151	0.0633875	0.0491547	0.048533	0.124252	0.173649	0.191831
1.14118	1.27467	1.28996	1.18897	-1.15021	-1.38518	-0.867959	-0.742042	0.922934	0.850723	1.24017	1.46453	1.55249	1.57139	1.5756	1.58115	1.57655
0.754616	1.01722	0.87499	0.709944	-0.210858	-0.164596	0.169852	-0.511783	0.45887	1.06271	1.3565	1.38975	1.42402	1.46407	1.5254	1.55884	1.55995
0.012108	0.249647	0.0954383	0.207696	-0.358034	-0.200441	-0.411822	-1.05851	1.50172	1.86245	1.63987	1.4923	1.41882	1.34563	1.34512	1.39003	1.40421
-0.00780558	0.158618	0.0133661	0.143789	-0.656223	-0.596155	-0.725973	-1.13792	0.0324429	-0.100138	0.18005	0.231409	0.35066	0.479283	0.557594	0.571784	0.575576
0.738704	0.92604	0.719666	0.61841	-0.377501	-0.295042	-0.120765	-0.658926	0.412916	0.374151	0.51754	0.669093	0.761751	0.80949	0.823587	0.821362	0.819461
1.1705	1.30613	1.35809	1.61387	-1.46406	-1.42051	-1.10203	0.0469395	1.63211	0.689911	1.07385	1.21826	1.33443	1.41512	1.45883	1.47434	1.47171
0.647656	0.761741	0.5706	0.531218	-0.199852	-0.180146	-0.1457	-0.689695	-0.980624	0.0825559	0.154563	0.265995	0.472244	0.59754	0.666006	0.710329	0.727933
0.162063	0.299944	0.189584	0.103812	-0.423987	-0.526685	-0.557017	-0.945777	1.09883	0.925549	0.956573	1.04986	1.08125	1.11191	1.1397	1.17043	1.17658
0.476657	0.659424	0.516666	0.337825	0.0945942	0.125893	0.116648	-0.423604	0.495685	0.683611	0.804101	0.95383	0.970598	0.956566	0.940135	0.942857	0.964034
0.0829974	0.203768	0.103397	0.0476561	-0.147613	-0.153774	-0.199412	-0.766405	0.321905	1.43855	1.20956	1.09288	1.00875	0.917307	0.90989	0.957161	0.96789
0.156219	0.166547	0.0298249	0.199816	1.24433	1.09562	0.995345	-0.417595	0.338849	1.22039	1.08653	1.05433	1.02911	0.981242	0.928651	0.876249	0.841794
1.21853	1.31318	1.43821	1.73415	-1.36792	-1.42198	-1.00459	0.475006	1.0725	0.051767	0.224417	0.448679	0.629798	0.722832	0.778187	0.804778	0.813438
0.556951	0.824209	0.647942	0.561322	-0.416666	-0.236268	-0.100913	-0.446285	1.00913	0.804067	0.729618	0.693335	0.597797	0.526682	0.457738	0.437982	0.438858
0.460893	0.598391	0.42013	0.348246	-0.685603	-0.678082	-1.07549	-1.35061	0.622841	0.425249	0.594361	0.803939	0.989731	1.09998	1.14968	1.17075	1.16071
-0.442938	-0.398274	-0.336728	-0.30092	-0.554592	-0.492548	-0.585173	-1.00815	-0.133555	0.00597407	0.0949137	0.326262	0.505093	0.593415	0.665974	0.711469	0.722768
-0.0924699	0.00982446	0.0330033	0.0779531	-0.307899	-0.136391	-0.522704	-0.977748	0.13094	0.311093	0.703816	0.460051	0.189315	0.0500244	0.0444833	0.121705	0.153654
0.0971162	0.161467	0.0625699	-0.0720522	0.322042	0.226318	-0.181267	-0.419079	0.979948	0.606421	0.687409	0.506214	0.450054	0.497716	0.535549	0.549406	0.554698
-0.219221	-0.174974	-0.157406	-0.240679	-0.269791	-0.118999	-0.312294	-0.490077	0.573347	0.586416	0.245723	0.128034	0.135503	0.177563	0.205153	0.223148	0.232932
0.143033	0.280638	0.133358	0.0388117	0.64108	0.7274	0.158927	-0.424509	0.737701	0.592686	1.052	1.20927	1.21865	1.16563	1.11885	1.07543	1.05197
0.878764	1.03359	0.760665	0.703672	-0.151983	-0.323175	-0.557333	-0.249991	0.745647	0.26955	0.702423	0.95333	1.09196	1.17428	1.22148	1.25195	1.25501
-0.0535019	0.0427375	-0.0211778	-0.130684	-0.408856	-0.31717	-0.650692	-0.942194	1.23414	0.775135	0.843253	0.8082	0.82125	0.792365	0.744611	0.701728	0.691881
0.658042	0.780185	0.494934	0.300452	-0.462234	-0.416157	-0.919695	-1.06929	1.28826	1.17393	1.28813	1.3544	1.3599	1.37489	1.36651	1.34545	1.31849
-0.100082	-0.0383079	-0.0522968	-0.148663	-0.738493	-0.668923	-0.977396	-1.32966	1.26739	0.615318	0.406242	0.201231	0.0435576	0.0316838	0.0431572	0.0415435	0.0259574
0.0843724	0.216403	0.146367	0.0194821	-0.830397	-0.712066	-1.10633	-1.33247	0.790298	0.197575	0.295394	0.201495	0.310921	0.414225	0.46301	0.480276	0.479101
0.743198	0.824297	0.576612	0.328434	0.54641	0.203254	-0.124493	-0.54135	0.662988	0.0876992	0.18495	-0.081038	-0.438673	-0.915885	-1.28928	-1.55679	-1.64986
1.72904	1.3416	1.52654	1.0983	-1.27303	-1.81641	-1.13902	-1.27873	0.383642	0.565802	0.650909	0.591547	0.507033	0.392348	0.306983	0.255371	0.242039
0.49554	0.643144	0.472907	0.200202	0.577137	0.431976	0.205442	-0.168543	0.484539	0.358316	0.0453333	-0.394454	-0.750325	-1.07918	-1.30377	-1.47041	-1.49894
1.7327	1.3392	1.63308	1.35805	-1.20141	-1.85411	-1.04094	-0.89202	1.77537	1.45441	1.62099	1.62421	1.69189	1.75408	1.75653	1.74142	1.72258
0.545091	0.602411	0.389061	0.189107	-0.50499	-0.650929	-1.14263	-1.40882	1.13678	1.07568	1.54224	1.76717	1.86138	1.87887	1.87462	1.87044	1.85243
-0.611751	-0.572447	-0.544238	-0.407248	-0.57407	-0.465386	-0.413517	-1.31752	0.845262	1.22899	1.18973	1.24533	1.31218	1.35104	1.36982	1.36732	1.37272
0.0905602	0.223184	0.140897	-0.157926	-0.70701	-0.539403	-0.883823	-0.915445	0.179679	1.33258	1.46092	1.57831	1.59479	1.56835	1.53521	1.50349	1.46336
0.729005	0.827545	0.623106	0.400285	0.379511	0.115925	-0.101467	-0.453638	-0.0192326	-0.0497196	-0.0854735	-0.205423	-0.348288	-0.334118	-0.412213	-0.443086	-0.432497
1.13249	1.10587	0.93809	0.706438	0.214297	-0.442574	-0.302668	-0.742127	1.00724	1.21646	1.12055	1.03032	0.889021	0.783507	0.723148	0.678255	0.640653
1.60651	1.28738	1.4425	1.31408	-0.36868	-1.31354	-0.66721	-0.123266	0.0899827	0.694953	0.828509	0.797856	0.771296	0.84225	0.922845	0.959112	0.959568
0.0937524	0.171076	0.0558436	-0.049442	1.33207	1.42583	1.03019	0.660201	-0.340237	0.896495	0.363809	0.331787	0.196451	0.14357	0.141235	0.159647	0.163504
1.73437	1.32694	1.6249	1.77622	-0.978469	-1.60326	-0.925333	0.107587	2.26074	1.02107	1.29298	1.43253	1.53387	1.59139	1.608	1.61143	1.60487
1.36885	1.26964	1.10657	1.2119	-0.680791	-1.25665	-1.10284	-0.331057	2.11563	1.23006	1.55617	1.60414	1.48351	1.36262	1.26257	1.20369	1.1659
