1.33148	1.25309	1.26212	0.838851	-0.0322395	0.617997	0.631868	0.587688	0.631868	0.612981	0.6305	0.587688	0.6305	0.567406
0.59005	0.733599	0.535465	0.498927	0.279222	-1.06152	-0.999238	-1.07259	-0.999238	-1.02713	-0.983618	-1.07259	-0.983618	-1.07471
1.52637	1.33986	1.64444	2.11422	0.283659	-1.44323	-1.42888	-1.41314	-1.42888	-1.46963	-1.46406	-1.41314	-1.46406	-1.44119
-0.108946	-0.0241709	-0.158023	0.0143037	1.52241	-0.665214	-0.609284	-0.692495	-0.609284	-0.626718	-0.605005	-0.692495	-0.605005	-0.710134
1.17173	1.03452	0.72994	0.218406	1.45903	0.722677	0.615682	0.561812	0.615682	0.591958	0.535637	0.561812	0.535637	0.333147
0.220602	0.335574	0.15132	0.226029	1.15833	-0.0904806	-0.0200868	-0.118478	-0.0200868	0.0124382	-0.0116354	-0.118478	-0.0116354	-0.138146
-0.0415929	0.16509	-0.00109705	-0.0059264	-0.270095	-0.680733	-0.555663	-0.667368	-0.555663	-0.594439	-0.553507	-0.667368	-0.553507	-0.641883
0.0295419	0.0251102	-0.145654	-0.231513	1.43732	-0.0864728	-0.111378	-0.16399	-0.111378	-0.0896715	-0.145927	-0.16399	-0.145927	-0.245275
1.2161	1.30414	1.42116	1.72007	0.581396	-0.965639	-0.863612	-0.958495	-0.863612	-0.926441	-0.892803	-0.958495	-0.892803	-0.956101
0.595011	0.851202	0.67093	0.587276	0.124671	0.161974	0.422401	0.179006	0.422401	0.378213	0.399893	0.179006	0.399893	0.196775
0.428309	0.518694	0.336383	0.249282	0.871455	0.161434	0.197917	0.114983	0.197917	0.226113	0.185909	0.114983	0.185909	0.0774342
1.14052	1.27472	1.2887	1.18801	0.839024	0.847771	0.982379	0.877167	0.982379	0.959925	0.965705	0.877167	0.965705	0.907533
1.22363	1.27293	1.42436	2.08183	-0.272061	0.889528	0.864178	0.914271	0.864178	0.839994	0.886885	0.914271	0.886885	0.955939
0.077178	0.317328	0.127913	0.1554	0.257239	-0.420762	-0.274143	-0.400319	-0.274143	-0.299441	-0.2654	-0.400319	-0.2654	-0.366176
0.445252	0.537756	0.353211	0.262533	0.783432	0.191025	0.232492	0.144668	0.232492	0.265529	0.220258	0.144668	0.220258	0.107624
1.06307	1.30798	1.34781	1.20502	0.468394	1.61485	2.06134	1.84331	2.06134	2.06443	2.04946	1.84331	2.04946	1.97941
