-0.220992	-0.20862	-0.410748	-1.16842	-0.681286	-1.19164	-1.23901	-1.18653	-1.23901	-1.23649	-1.23137	-1.18653	-1.23137	-1.17028	0.157244	0.0914221	0.135504	0.283655	0.387568	0.433063	0.470935	0.492553	0.499048
-0.724477	-0.698638	-0.878908	-1.39294	-0.591151	-0.471695	-0.506429	-0.460131	-0.506429	-0.503389	-0.493566	-0.460131	-0.493566	-0.436008	-0.198252	0.946193	0.720897	0.729919	0.749241	0.760784	0.796366	0.794827	0.771129
-0.193019	-0.13924	-0.348811	-0.676813	-0.986501	-1.3502	-1.4183	-1.35846	-1.4183	-1.43125	-1.4118	-1.35846	-1.4118	-1.36393	0.823298	0.641004	0.935941	1.15332	1.28858	1.33964	1.37276	1.40022	1.40018
-0.617023	-0.576893	-0.735079	-1.36954	-0.8788	-1.20054	-1.23733	-1.18022	-1.23733	-1.24476	-1.22584	-1.18022	-1.22584	-1.15138	0.270262	0.89898	0.874044	0.8015	0.82067	0.79951	0.831237	0.876489	0.880799
0.301762	0.349968	0.205295	0.121063	-2.50101	-1.26105	-1.30781	-1.24969	-1.30781	-1.29672	-1.29591	-1.24969	-1.29591	-1.22634	1.47093	1.53797	1.55783	1.4526	1.38405	1.30607	1.26434	1.20937	1.18399
-0.505676	-0.44616	-0.597364	-0.77315	0.476127	-0.945368	-1.03493	-0.967393	-1.03493	-1.0438	-1.04491	-0.967393	-1.04491	-0.981758	0.766362	0.445001	0.562491	0.577442	0.678837	0.659616	0.580739	0.531891	0.54495
0.431611	0.501033	0.347158	0.0459214	-0.803502	-0.885033	-0.900145	-0.868977	-0.900145	-0.862893	-0.890207	-0.868977	-0.890207	-0.84352	0.651282	0.72567	0.757487	0.836703	0.846516	0.886242	0.891743	0.892804	0.883462
-0.381127	-0.290053	-0.394716	-0.526955	0.379996	-0.802031	-0.914959	-0.865175	-0.914959	-0.934622	-0.96509	-0.865175	-0.96509	-0.923785	-0.385183	-0.638601	-0.482343	-0.473029	-0.475268	-0.453094	-0.454588	-0.486056	-0.489965
-0.374514	-0.189934	-0.341275	-0.292213	-1.75712	-1.07905	-1.22113	-1.13107	-1.22113	-1.28452	-1.28028	-1.13107	-1.28028	-1.20715	-0.264384	0.0753628	0.197132	0.268433	0.365357	0.437851	0.460228	0.460059	0.459896
1.14265	1.02076	0.874961	-0.403469	0.594222	-1.10309	-1.11631	-1.08716	-1.11631	-1.08701	-1.10732	-1.08716	-1.10732	-1.06193	1.23472	0.881663	0.803966	0.633479	0.566442	0.487864	0.388902	0.355284	0.357195
0.352735	0.381391	0.187771	-0.256891	-1.35563	-1.29671	-1.23405	-1.2624	-1.23405	-1.26765	-1.23622	-1.2624	-1.23622	-1.22805	2.1066	1.3967	1.56957	1.5531	1.52921	1.49587	1.46389	1.45007	1.43752
-0.282157	-0.124185	-0.327186	-0.621907	-0.668155	-0.998595	-1.03035	-0.971038	-1.03035	-0.997154	-1.00562	-0.971038	-1.00562	-0.931513	-0.373632	0.150951	0.0515813	-0.0126305	-0.217628	-0.402325	-0.598243	-0.695696	-0.6971
-0.504816	-0.456559	-0.609374	-0.871674	0.599334	-0.0462929	-0.00472342	0.0057402	-0.00472342	0.0628556	0.0357035	0.0057402	0.0357035	0.0708511	0.58937	1.00431	0.270806	-0.110628	-0.365192	-0.46755	-0.562111	-0.60593	-0.655606
-0.291849	-0.137596	-0.303019	-0.173379	-1.56894	-1.23868	-1.35536	-1.27772	-1.35536	-1.3924	-1.39368	-1.27772	-1.39368	-1.31897	-0.279278	-0.863202	-0.595214	-0.555541	-0.46443	-0.414571	-0.383085	-0.375322	-0.389155
0.790035	0.724892	0.566775	-0.211487	0.235557	-1.34143	-1.35375	-1.33439	-1.35375	-1.32091	-1.34597	-1.33439	-1.34597	-1.31503	0.335802	-0.199088	-0.488322	-0.915032	-1.22111	-1.69343	-2.18812	-2.87011	-3.457
-0.0222499	-0.0723055	-0.235725	-0.833991	0.56958	-1.07371	-1.08578	-1.06426	-1.08578	-1.05542	-1.08085	-1.06426	-1.08085	-1.04389	0.312797	0.8807	0.79592	0.676998	0.598822	0.526719	0.451818	0.369752	0.334702
-0.158281	-0.139627	-0.310634	-0.721284	-1.11411	-0.577017	-0.477048	-0.532276	-0.477048	-0.457801	-0.462475	-0.532276	-0.462475	-0.482587	1.02488	0.698148	0.931941	1.0414	1.08384	1.15189	1.18829	1.21048	1.20574
-0.438363	-0.298808	-0.470223	-0.600385	0.757142	-0.99413	-0.972669	-0.959497	-0.972669	-0.944464	-0.956766	-0.959497	-0.956772	-0.917747	-0.563709	-0.326301	-0.00469676	0.19744	0.333511	0.414998	0.465744	0.492448	0.49883
-0.490045	-0.38398	-0.58463	-0.884058	-0.340074	-0.999422	-0.984987	-0.962174	-0.984987	-0.960693	-0.967828	-0.962174	-0.967828	-0.918899	0.258151	0.509794	0.475467	0.364903	0.40106	0.4166	0.46563	0.489972	0.489751
0.130168	0.10504	-0.0906317	-0.870305	-1.29086	-0.99383	-0.986735	-0.987056	-0.986735	-0.970316	-0.977419	-0.987056	-0.977419	-0.968122	0.483432	0.00112528	0.229272	0.186039	0.0757595	-0.0446256	-0.144571	-0.173695	-0.172622
