-0.678908	-0.723228	-0.807258	-1.45202	1.12328	0.154832	0.151048	0.0912388	0.151048	0.21859	0.11317	0.0912388	0.11317	0.0331856
-0.00137243	0.0185717	-0.123947	-1.04397	1.01641	-0.223713	-0.2346	-0.264736	-0.2346	-0.181431	-0.255784	-0.264736	-0.255784	-0.296406
-0.63633	-0.694445	-0.76584	-1.47587	0.766777	-0.18541	-0.226292	-0.241231	-0.226292	-0.192698	-0.260097	-0.241231	-0.260097	-0.292583
-0.354738	-0.385241	-0.521151	-1.28352	1.08672	-0.400805	-0.417411	-0.456432	-0.417411	-0.378341	-0.446178	-0.456432	-0.446178	-0.512742
-1.0999	-1.3161	-1.27695	-1.77783	0.57656	-0.646787	-0.794566	-0.71799	-0.794566	-0.846947	-0.859084	-0.71799	-0.859084	-0.794235
0.369501	0.401841	0.351338	0.0846108	1.28805	0.394526	0.39792	0.395284	0.39792	0.454852	0.394312	0.395284	0.394312	0.403775
-1.76238	-1.83515	-1.67916	-1.44858	1.30449	-0.70011	-0.753541	-0.69011	-0.753541	-0.729739	-0.739167	-0.69011	-0.739167	-0.674649
-0.700492	-0.700852	-0.805435	-1.28607	2.21464	-0.268378	-0.226625	-0.288712	-0.226625	-0.14745	-0.231589	-0.288712	-0.231589	-0.312448
-1.00023	-1.06932	-1.0038	-1.01534	1.08015	-0.0669939	-0.15252	-0.0815298	-0.15252	-0.144958	-0.158603	-0.0815298	-0.158603	-0.0818212
-0.880158	-0.914123	-0.922396	-1.23018	0.977937	0.226596	0.216351	0.187618	0.216351	0.290561	0.192299	0.187618	0.192299	0.161733
-0.194494	-0.109545	-0.184386	-0.732571	1.36939	0.803774	0.910127	0.832397	0.910127	1.04437	0.944044	0.832397	0.944044	0.877276
0.27003	0.315826	0.31879	-0.135959	2.20517	0.378235	0.508849	0.459852	0.508849	0.625465	0.568373	0.459852	0.568373	0.548488
-0.0564975	-0.13201	-0.145259	-0.61788	2.45262	1.36245	1.35136	1.37554	1.35136	1.44227	1.37989	1.37554	1.37989	1.39927
