-0.44661	0.617997	0.631868	0.587688	0.631868	0.612981	0.6305	0.587688	0.6305	0.567406	1.09155	0.845458	0.957023	1.01057	1.09825	1.16159	1.16587	1.13645	1.12322
-0.854872	-1.06152	-0.999238	-1.07259	-0.999238	-1.02713	-0.983618	-1.07259	-0.983618	-1.07471	1.78708	0.801319	0.612251	0.638709	0.5608	0.532151	0.476273	0.421547	0.39607
0.713113	-1.44323	-1.42888	-1.41314	-1.42888	-1.46963	-1.46406	-1.41314	-1.46406	-1.44119	1.18106	-1.25548	-0.911982	-0.664646	-0.510146	-0.363729	-0.284263	-0.24248	-0.224111
-1.30039	-0.665214	-0.609284	-0.692495	-0.609284	-0.626718	-0.605005	-0.692495	-0.605005	-0.710134	1.50172	1.52115	1.62117	1.55454	1.51467	1.47825	1.42939	1.38704	1.36389
-0.803835	0.722677	0.615682	0.561812	0.615682	0.591958	0.535637	0.561812	0.535637	0.333147	0.182396	0.141769	0.16724	-0.0168032	-0.134001	-0.244091	-0.253711	-0.298342	-0.297744
-0.259733	-0.0904806	-0.0200868	-0.118478	-0.0200868	0.0124382	-0.0116354	-0.118478	-0.0116354	-0.138146	0.0879001	0.136241	-0.2437	-0.244299	-0.0849837	-0.0149048	0.0176352	0.0551562	0.0597837
-0.107542	-0.680733	-0.555663	-0.667368	-0.555663	-0.594439	-0.553507	-0.667368	-0.553507	-0.641883	1.31184	1.5646	1.49095	1.37923	1.2812	1.18629	1.11889	1.05293	1.04545
-0.00621342	-0.0864728	-0.111378	-0.16399	-0.111378	-0.0896715	-0.145927	-0.16399	-0.145927	-0.245275	0.858469	0.301546	0.556333	0.460668	0.24277	0.0311315	-0.14153	-0.208156	-0.256817
0.615928	-0.965639	-0.863612	-0.958495	-0.863612	-0.926441	-0.892803	-0.958495	-0.892803	-0.956101	1.15342	-0.135045	0.0214642	0.336724	0.493742	0.583656	0.628079	0.650099	0.656687
-0.477394	0.161974	0.422401	0.179006	0.422401	0.378213	0.399893	0.179006	0.399893	0.196775	1.12843	1.73002	1.7927	1.82973	1.91169	1.9134	1.87274	1.83077	1.80004
-0.453963	0.161434	0.197917	0.114983	0.197917	0.226113	0.185909	0.114983	0.185909	0.0774342	0.248003	0.65684	0.585101	0.388705	0.358443	0.376972	0.40988	0.423198	0.420032
-0.742664	0.847771	0.982379	0.877167	0.982379	0.959925	0.965705	0.877167	0.965705	0.907533	0.591124	0.919472	1.38918	1.60449	1.66462	1.66442	1.65283	1.64546	1.63159
0.751645	0.889528	0.864178	0.914271	0.864178	0.839994	0.886885	0.914271	0.886885	0.955939	-0.561956	0.0788632	0.434156	0.558136	0.640436	0.709463	0.757906	0.778018	0.778854
-1.05412	-0.420762	-0.274143	-0.400319	-0.274143	-0.299441	-0.2654	-0.400319	-0.2654	-0.366176	1.30975	1.1453	1.2822	1.3323	1.33958	1.28539	1.25399	1.25214	1.24247
-0.482116	0.191025	0.232492	0.144668	0.232492	0.265529	0.220258	0.144668	0.220258	0.107624	0.390601	0.76847	0.589686	0.400194	0.277848	0.348007	0.422285	0.442289	0.441506
-0.939465	1.61485	2.06134	1.84331	2.06134	2.06443	2.04946	1.84331	2.04946	1.97941	0.0203543	1.08405	0.962282	1.16375	1.28669	1.32867	1.3378	1.31182	1.31915
-1.04114	1.30007	1.65057	1.35057	1.65057	1.75248	1.67772	1.35057	1.67772	1.41297	-0.909702	0.157666	0.102151	0.0633875	0.0491547	0.048533	0.124252	0.173649	0.191831
-0.742042	0.87334	1.00709	0.903895	1.00709	0.985212	0.991254	0.903895	0.991254	0.935488	0.922934	0.850723	1.24017	1.46453	1.55249	1.57139	1.5756	1.58115	1.57655
-0.511783	-0.21367	0.029815	-0.180832	0.029815	-0.0387695	-0.014058	-0.180832	-0.014058	-0.163606	0.45887	1.06271	1.3565	1.38975	1.42402	1.46407	1.5254	1.55884	1.55995
-1.05851	-0.585537	-0.426263	-0.562343	-0.426263	-0.474981	-0.435252	-0.562343	-0.435252	-0.530359	1.50172	1.86245	1.63987	1.4923	1.41882	1.34563	1.34512	1.39003	1.40421
-1.13792	-0.300065	-0.209581	-0.322648	-0.209581	-0.222485	-0.229376	-0.322648	-0.229376	-0.33245	0.0324429	-0.100138	0.18005	0.231409	0.35066	0.479283	0.557594	0.571784	0.575576
-0.658926	-0.273533	-0.104329	-0.295062	-0.104329	-0.18232	-0.105912	-0.295062	-0.105912	-0.317968	0.412916	0.374151	0.51754	0.669093	0.761751	0.80949	0.823587	0.821362	0.819461
0.0469395	-1.1956	-1.00314	-1.15083	-1.00314	-1.15929	-1.12118	-1.15083	-1.12118	-1.17737	1.63211	0.689911	1.07385	1.21826	1.33443	1.41512	1.45883	1.47434	1.47171
-0.689695	1.20882	1.28821	1.12242	1.28821	1.28837	1.25344	1.12242	1.25344	1.04426	-0.980624	0.0825559	0.154563	0.265995	0.472244	0.59754	0.666006	0.710329	0.727933
-0.945777	0.128799	0.218791	0.140764	0.218791	0.236469	0.229756	0.140764	0.229756	0.168432	1.09883	0.925549	0.956573	1.04986	1.08125	1.11191	1.1397	1.17043	1.17658
-0.423604	0.563343	0.712231	0.568114	0.712231	0.747715	0.717175	0.568114	0.717175	0.588886	0.495685	0.683611	0.804101	0.95383	0.970598	0.956566	0.940135	0.942857	0.964034
-0.766405	0.357623	0.433718	0.357921	0.433718	0.46714	0.438438	0.357921	0.438438	0.374574	0.321905	1.43855	1.20956	1.09288	1.00875	0.917307	0.90989	0.957161	0.96789
